Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Duplicate),Inward issue link (Gantt End to Start),Outward issue link (Gantt End to Start),Inward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Inward issue link (Open Question),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (AbbVie Brands),Custom field (AbbviePONumber),Custom field (Acceptance Criteria),Custom field (Action Required to Verify/Test Change),Custom field (Application ID),Custom field (Application Name - Scripted),Custom field (Approval Status),Custom field (As a ...),Custom field (Assigned Sub-Tasks),Custom field (BAP Number - Scripted),Custom field (BTO),Custom field (BTO - Scripted),Custom field (Begin Date),Custom field (Brand(s)),Custom field (Business Rank),Custom field (Change Number - Scripted),Custom field (Correction Required),Custom field (Current Status),Custom field (Defect ID),Custom field (Defect Type),Custom field (Demand Criticality),Custom field (Demand ID),Custom field (Desired/Proper Operation),Custom field (Detection),Custom field (Due Date),Custom field (ESS Deliverable),Custom field (End Date),Custom field (Environment),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimate (in days)),Custom field (Estimate Hours),Custom field (Estimated Date of Fix),Custom field (External Issue ID),Custom field (Final Resolution),Custom field (Flagged),Custom field (Funding Source),Custom field (Generic failure),Custom field (I Want to ...),Custom field (Non-JIRA Assignee),Custom field (Object ID),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Pending Tasks),Custom field (Percentage Completed),Custom field (Persona),Custom field (Phase),Custom field (Potential cause(s) / mechanisms of failure),Custom field (Potential failure mode),Custom field (Potential results),Custom field (Privacy Review),Custom field (Process Function),Custom field (Product),Custom field (Product Impact),Custom field (Quality Critical),Custom field (Quality Designation),Custom field (RAG Status),Custom field (RPA Discovery Status),Custom field (Rank),Custom field (Reason),Custom field (Recommended Action(s)),Custom field (Reference ID),Custom field (Requirement Criticality),Custom field (Requirement Type),Custom field (Retirement Reason),Custom field (Revision Number),Custom field (Revision Reason),Custom field (Root Cause),Custom field (SDS/SQA - Scripted),Custom field (SLC Methodology - Scripted),Custom field (SO),Custom field (SOD),Custom field (Score),Custom field (Screen ID(s)),Custom field (Severity),Custom field (Signatures),Custom field (So That ...),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Story),Custom field (Story Point Estimation),Custom field (Story Points),Custom field (Story Post-Approval),Custom field (Story Post-Approver),Custom field (Story Pre-Approval),Custom field (Story Pre-Approver),Custom field (Story status),Custom field (System Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Case Traceability),Custom field (Testing Impact),Custom field (VERA Sync ID),Custom field (gitBranch),Custom field (gitCommitsReferenced),Custom field (qTest Defect Code),Custom field (test),Custom field (zephyr-je-customfield-teststep),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Creating backup of Slides/binder at the time of Push To Veeva workflow initiation,ISAAP-329,562914,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,MURPHPX6,MURPHPX6,MURPHPX6,19/Sep/24 1:53 PM,04/Feb/25 12:57 PM,08/Feb/25 7:36 AM,,,,,,,0,Enhancement,,,,"h1. {color:#172b4d}Description{color}
 * Creating backup of Slides/binder at the time of Push To Veeva workflow initiation

h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-126 ]|
h1. Acceptance Criteria

 
h1. Tech Design

 
h1. Component Documentation

 
h1. Test Scope

 ",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-126,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2nsui:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
"Locking the page for Edits if the Veeva Status is not ""DRAFT""",ISAAP-333,562918,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,MURPHPX6,MURPHPX6,MURPHPX6,19/Sep/24 2:07 PM,04/Feb/25 12:57 PM,08/Feb/25 7:36 AM,,,,,,,0,Enhancement,,,,"h1. {color:#172b4d}Description{color}
 * Locking the page for Edits if the Veeva Status is not ""DRAFT""

h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-126 ]|
h1. Acceptance Criteria

 
h1. Tech Design

 
h1. Component Documentation

 
h1. Test Scope

 ",,MURPHPX6,,,,,,,,,,,,,,,,ISAAP-220,,,,,,,,ISAAP-334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-126,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2nsug:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Rinvoq Gastro slide not working correctly,ISAAP-657,636243,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,,BARKEJX3,BARKEJX3,31/Jan/25 3:36 PM,31/Jan/25 3:36 PM,04/Feb/25 8:48 AM,,,,,,03/Feb/25 12:00 AM,0,,,,,"Rinvoq Gastro slide template is not workable. It doesn't allow me to build within the viewing window, the tab headers are not correct, neither vertical or switch. the one container style forces everything to the right side of the container, as demonstrated in the attached video. I will not be able to match the based on with these issues in addition to the other issues I have added for Rinvoq Gastro. I have also attached what the slide is supposed to look like.",,BARKEJX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31/Jan/25 3:36 PM;BARKEJX3;Dosing slide reference.png;https://btsjira.abbvie.com/secure/attachment/447472/Dosing+slide+reference.png","31/Jan/25 3:31 PM;BARKEJX3;Rinvoq Gastro Slide.mp4;https://btsjira.abbvie.com/secure/attachment/447473/Rinvoq+Gastro+Slide.mp4",,,,,,,,,,,,,RINVOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-547,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2phcb:",,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
No scrolling ability with Experience Fragment,ISAAP-574,625039,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,,BARKEJX3,BARKEJX3,13/Jan/25 12:26 PM,31/Jan/25 1:37 PM,04/Feb/25 8:45 AM,,,,Container,Experience Fragment (Modal),,0,category:platform-product,category:template-styles,,,"Reference text in the experience fragment is too long for the given style of modal-1 and extends beyond the view. I put the IVA text within the container component so that I could enable scrolling, but even with it enabled, the scroll feature does not function and text does not stay contained within the viewable background.

This is an important feature to have due to future ISA's will require the modal to be able to scroll and possibly individual containers within the modal.",,BARKEJX3,TOLBEVX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13/Jan/25 12:23 PM;BARKEJX3;modal scrolling.png;https://btsjira.abbvie.com/secure/attachment/439560/modal+scrolling.png",,,,,,,,,,,,,,SKYRIZI,,"Expected to be able to use the ""enable scrolling"" feature available on the container once the experience fragment is view on the slide. Image attached for current view once experience fragment is recalled.",,,,,Author,,,,,,,,,,,,,,,,,,,,,,ISAAP-547,,,,,,,,,,,be able to have the ability to scroll down,None,,,,,,,,,,,,,N/A,,,,Medium,,,"0|i2nskk:",,,,,Functional,,,,,,,,,,,,,"when I open the experience fragment in published view, I have a view window that can scroll to see the rest of the content and not just text that extends beyond the view window",IAE Issues,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,"24/Jan/25 1:43 PM;TOLBEVX;Will address by updating or adding a modal style.;;;",,,,,,,,,,,,
Button Text styling,ISAAP-572,624324,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,TOLBEVX,BARKEJX3,BARKEJX3,10/Jan/25 2:35 PM,31/Jan/25 1:33 PM,04/Feb/25 8:45 AM,,,,IVA Button,,,0,,,,,"Button text needs to be same size as other text and all on one line, but it is a different size that cannot be altered and takes up 3 lines. Despite the button container being wide enough to support text and icon, it would not align to one line.


Interim solution is to use IVA text component then button next to it.",,BARKEJX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKYRIZI,,Have the ability to style text associated with an icon.,,,,,author,,,,,,,,,,,,,,,,,,,,,,ISAAP-547,,,,,,,,,,,be able to style the button text for a button. I should have the ability to change font size and color,None,,,,,,,,,,,,,N/A,,,,Medium,,,"0|i2nouk:",,,,,Functional,,,,,,,,,,,,,I do not have to try to align a button icon to IVA text and will have the capability to copy that button if needed. This would be beneficial since the feature to have text with an associated button is available.,IAE Issues,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Style Design in Experience Fragment (NOVA-0010),ISAAP-560,624267,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,,BARKEJX3,TEDESSX,10/Jan/25 10:48 AM,31/Jan/25 1:32 PM,04/Feb/25 8:45 AM,,,,Experience Fragment (Modal),,,0,category:platform-product,,,,"While creating an Overlay using Experience Fragment I am unable to use the preset styles provided for tabs header. I copied over the slide for Study Design & Baseline Characteristics to use the scrolling feature in the experience fragment and made an adjustment and lost the tab styling. When I went to reapply it, there are no styles to choose from. Recommended solution would be to have all styles available to build experience fragment for any indication.",,,,,,,,,,,,,,,,,,ISAAP-573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jan/25 1:33 PM;BARKEJX3;Style design in Experience Fragment.mp4;https://btsjira.abbvie.com/secure/attachment/439134/Style+design+in+Experience+Fragment.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-547,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2nmzo:",,,,,Functional,,,,,,,,,,,,,,IAE Issues,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Container Style not available,ISAAP-602,628889,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,,BARKEJX3,BARKEJX3,21/Jan/25 12:44 PM,30/Jan/25 1:15 PM,04/Feb/25 8:45 AM,,,,Container,,,0,,,,,"While authoring the Access slide on the Support tab, there are three containers side-by-side that each have a number centered on the top ribbon. I am unable to duplicate this because AEM will not allow images to overlay and that style of container is not one of the three available styles. ***This will also need to be available for RINVOQ Support Slide.

Added additional style that is not available with attachment labelled ""Container style""",,BARKEJX3,TOLBEVX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30/Jan/25 1:13 PM;BARKEJX3;Container style.png;https://btsjira.abbvie.com/secure/attachment/446982/Container+style.png","21/Jan/25 12:43 PM;BARKEJX3;CTA-1.png;https://btsjira.abbvie.com/secure/attachment/442493/CTA-1.png","21/Jan/25 12:43 PM;BARKEJX3;CTA-2.png;https://btsjira.abbvie.com/secure/attachment/442492/CTA-2.png","21/Jan/25 12:43 PM;BARKEJX3;CTA-3.png;https://btsjira.abbvie.com/secure/attachment/442491/CTA-3.png",,,,,,,,,,,SKYRIZI,,Allow an image to be added to a generic container style that modifications can be made when needed.,,,,,author,,,,,,,,,,,,,,,,,,,,,,ISAAP-547,,,,,,,,,,,"use a container style similar to ""container 2"" but has an additional feature",None,,,,,,,,,,,,,N/A,,,,Medium,,,"0|i2oexo:",,,,,Functional,,,,,,,,,,,,,I can match the creative that has a number centered at the top of the container,IAE Issues,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,"24/Jan/25 1:53 PM;TOLBEVX;An image should be able to be added to the container and negatively positioned. If the container style does not currently work, style updates may be needed.;;;",,,,,,,,,,,,
Two containers with image overlay,ISAAP-606,629608,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,,BARKEJX3,BARKEJX3,21/Jan/25 4:07 PM,30/Jan/25 12:58 PM,04/Feb/25 8:45 AM,,,,,,,0,,,,,"While authoring Patient Experiences slide, there are 2 containers side-by-side with a Skyrizi Complete logo about 25% down from the top and layered on over the two containers as captured in the attached image. This is not attainable since and image can only reside within one container and would push the other container.",,BARKEJX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21/Jan/25 4:04 PM;BARKEJX3;Container with overlay.png;https://btsjira.abbvie.com/secure/attachment/442571/Container+with+overlay.png",,,,,,,,,,,,,,SKYRIZI,,Be able to add an image over the top of 2 containers as captured in the attached image.,,,,,Author,,,,,,,,,,,,,,,,,,,,,,ISAAP-547,,,,,,,,,,,Overlay an image across two containers,None,,,,,,,,,,,,,N/A,,,,Medium,,,"0|i2ofwk:",,,,,Functional,,,,,,,,,,,,,it matches the creative,IAE Issues,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Create NOVA Icon Font File & enhance applicable components,ISAAP-338,562923,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,MURPHPX6,MURPHPX6,MURPHPX6,19/Sep/24 2:17 PM,14/Jan/25 10:46 AM,08/Feb/25 7:36 AM,,,,,,,0,Enhancement,,,,"h1. {color:#172b4d}Description{color}
 * Create NOVA Icon Font File & enhance applicable components to show NOVA icons in dialogs with ability to provide overriding icons from brand CSS if needed

h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-126 ]|
h1. Acceptance Criteria

 
h1. Tech Design

 
h1. Component Documentation

 
h1. Test Scope

 ",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-339,,ISAAP-337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-126,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i1mww5:zt104300w0i",,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Call out component fixed height issue and XF close overlay image icon position,ISAAP-243,541383,,Bug,Ready For Release,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,SAMBASP,NAGUBNX1,NAGUBNX1,14/Aug/24 12:50 PM,26/Aug/24 12:08 PM,08/Feb/25 7:36 AM,,,ISA 1.8,,,,0,,,,,"Due to fixed height for image in  call out component, the image appears to be squished and not taking the height of inage.

 

XF close overlay button needs to be positioned properly",,MURPHPX6,NAGUBNX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14/Aug/24 12:51 PM;NAGUBNX1;screenshot-1.png;https://btsjira.abbvie.com/secure/attachment/383970/screenshot-1.png","14/Aug/24 12:51 PM;NAGUBNX1;screenshot-2.png;https://btsjira.abbvie.com/secure/attachment/383971/screenshot-2.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i1mww5:zt104vz6",,,,,Functional,,,,,,,,,,,,,,NOVA - S11,,,,,,,,,,,,,2024/08/20 09:36,"Nagubandi, Nagendra",2024/08/14 13:14,"Nagubandi, Nagendra",,,,,,No Team,,,,,,,,,"20/Aug/24 9:37 AM;NAGUBNX1;[~SAMBASP]  - please validate this.;;;",,,,,,,,,,,,
Fix Navigation Link issues and slide ID,ISAAP-180,519402,,Bug,Ready For Release,ISAAP,ISA Authoring Platform,software,MCFADMX,,,High,,KROVVCX,KROVVCX,KROVVCX,09/Jul/24 12:45 PM,31/Jul/24 9:43 AM,08/Feb/25 7:36 AM,,,ISA 1.5,,,,0,,,,,"The thumbnail on custom presentation is clickable and navigates.

Slide id on data-slide shows presentation id, this needs to be corrected.",,KROVVCX,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2753a:",,,,,Functional,,,,,,,,,,,,,,NOVA - S8,NOVA - S9,,,,,,,,,,,,2024/07/09 16:42,"Krovvidi, Chinmay",2024/07/09 16:41,"Krovvidi, Chinmay",,,,,,No Team,,,,,,,,,"10/Jul/24 10:48 AM;KROVVCX;[~NAGUBNX1]  please include this ticket in your deployment to Test and QA please.

 

Requesting you to please push this QA by tomorrow if possible.;;;",,,,,,,,,,,,
Video,ISAAP-688,640122,640108,Sub-task,In Progress,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,KUMARSX42,MURPHPX6,MURPHPX6,07/Feb/25 4:01 PM,07/Feb/25 4:04 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,"
<table cellpadding=""4"">
<tr><td><strong>As a</strong></td><td>null</td></tr>
<tr><td><strong>I want to</strong></td><td>null</td></tr>
<tr><td><strong>So that</strong></td><td>null</td></tr>
</table>
",,,,,,,"0|i2q2gz:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Formulary,ISAAP-683,640117,640108,Sub-task,In Progress,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,KUMARSX42,MURPHPX6,MURPHPX6,07/Feb/25 3:59 PM,07/Feb/25 4:04 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,"
<table cellpadding=""4"">
<tr><td><strong>As a</strong></td><td>null</td></tr>
<tr><td><strong>I want to</strong></td><td>null</td></tr>
<tr><td><strong>So that</strong></td><td>null</td></tr>
</table>
",,,,,,,"0|i2q2fv:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Safety Bar,ISAAP-680,640114,640108,Sub-task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,LUDOLJX1,MURPHPX6,MURPHPX6,07/Feb/25 3:58 PM,07/Feb/25 4:03 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,"
<table cellpadding=""4"">
<tr><td><strong>As a</strong></td><td>null</td></tr>
<tr><td><strong>I want to</strong></td><td>null</td></tr>
<tr><td><strong>So that</strong></td><td>null</td></tr>
</table>
",,,,,,,"0|i2q2f7:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Flip Container,ISAAP-689,640123,640108,Sub-task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,07/Feb/25 4:01 PM,07/Feb/25 4:01 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,"
<table cellpadding=""4"">
<tr><td><strong>As a</strong></td><td>null</td></tr>
<tr><td><strong>I want to</strong></td><td>null</td></tr>
<tr><td><strong>So that</strong></td><td>null</td></tr>
</table>
",,,,,,,"0|i2q2h7:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Custom Presentations,ISAAP-687,640121,640108,Sub-task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,07/Feb/25 4:01 PM,07/Feb/25 4:01 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,"
<table cellpadding=""4"">
<tr><td><strong>As a</strong></td><td>null</td></tr>
<tr><td><strong>I want to</strong></td><td>null</td></tr>
<tr><td><strong>So that</strong></td><td>null</td></tr>
</table>
",,,,,,,"0|i2q2gr:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Navigation,ISAAP-686,640120,640108,Sub-task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,07/Feb/25 4:00 PM,07/Feb/25 4:00 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,"
<table cellpadding=""4"">
<tr><td><strong>As a</strong></td><td>null</td></tr>
<tr><td><strong>I want to</strong></td><td>null</td></tr>
<tr><td><strong>So that</strong></td><td>null</td></tr>
</table>
",,,,,,,"0|i2q2gj:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Carousel,ISAAP-685,640119,640108,Sub-task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,07/Feb/25 4:00 PM,07/Feb/25 4:00 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,"
<table cellpadding=""4"">
<tr><td><strong>As a</strong></td><td>null</td></tr>
<tr><td><strong>I want to</strong></td><td>null</td></tr>
<tr><td><strong>So that</strong></td><td>null</td></tr>
</table>
",,,,,,,"0|i2q2gb:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Vertical Navigation,ISAAP-684,640118,640108,Sub-task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,07/Feb/25 4:00 PM,07/Feb/25 4:00 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,"
<table cellpadding=""4"">
<tr><td><strong>As a</strong></td><td>null</td></tr>
<tr><td><strong>I want to</strong></td><td>null</td></tr>
<tr><td><strong>So that</strong></td><td>null</td></tr>
</table>
",,,,,,,"0|i2q2g3:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Modal,ISAAP-681,640115,640108,Sub-task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,07/Feb/25 3:59 PM,07/Feb/25 3:59 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,"
<table cellpadding=""4"">
<tr><td><strong>As a</strong></td><td>null</td></tr>
<tr><td><strong>I want to</strong></td><td>null</td></tr>
<tr><td><strong>So that</strong></td><td>null</td></tr>
</table>
",,,,,,,"0|i2q2ff:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Tabs,ISAAP-677,640111,640108,Sub-task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,07/Feb/25 3:57 PM,07/Feb/25 3:57 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,"
<table cellpadding=""4"">
<tr><td><strong>As a</strong></td><td>null</td></tr>
<tr><td><strong>I want to</strong></td><td>null</td></tr>
<tr><td><strong>So that</strong></td><td>null</td></tr>
</table>
",,,,,,,"0|i2q2ej:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
