Issue key,Issue id,Parent id,Status,Created,Updated,Assignee,Labels,Labels,Labels,Labels,Labels,Labels,Component/s,Component/s,Description
ISAAP-395,576071,,Done,11/Oct/24 2:15 PM,20/Nov/24 12:54 PM,TOLBEVX,DOR,No-QA,NOVA-Figma-Token,,,,,,"h1. {color:#172b4d}Description{color}

Initial Figma Token work for container components
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-264 ]|
h1. Acceptance Criteria
 * {*}General{*}{*}{*}
 ** Write the container.ts config/mapping file that should scrape the following tokens from a Container Component Set:
 *** background
 *** shadow
 *** border top
 *** border right
 *** border bottom
 *** border left
 *** border radius top left
 *** border radius top right
 *** border radius bottom left
 *** border radius bottom right
 ** Within the [Test Brand Design System|https://www.figma.com/design/MjhKojTUqcWjC8YA71WXe7/Test-Brand?m=auto&amp;node-id=0-1&amp;t=Mk2Q19Lr0zOPvnOZ-1] figma file, using the NOVA plugin, validate that the tokens are properly being included in the exported token file
 ** Run the token file through Style Dictionary build to create the CSS

 "
ISAAP-393,576069,,Done,11/Oct/24 2:11 PM,20/Nov/24 12:53 PM,TOLBEVX,DOR,No-QA,NOVA-Figma-Setup,,,,,,"h1. {color:#172b4d}Description{color}

Initial Figma setup for container component
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-263 ]|
h1. Acceptance Criteria
 * *General*
 ** Create Container Component in our [NOVA Enterprise Design System|https://www.figma.com/design/qFQ3LVJ4kkWkPwJwqhr11n/NOVA-Enterprise-Design-System?node-id=163-334&t=a5RtO4ya28pjGmCa-1] under section Components with the following properties:
 *** container component should have a slot component
 ** Publish Updated Library
 *** Validate that component is now visible in the exported library from our [Test Brand Design System|https://www.figma.com/design/MjhKojTUqcWjC8YA71WXe7/Test-Brand?m=auto&node-id=0-1&t=Mk2Q19Lr0zOPvnOZ-1] file in Figma

 "
ISAAP-379,575717,,Open,10/Oct/24 3:53 PM,12/Nov/24 2:08 PM,TOLBEVX,IAE-Templates,,,,,,,,IAE Style Guides
ISAAP-249,544171,,Done,20/Aug/24 1:21 PM,11/Nov/24 8:17 AM,TOLBEVX,t-shirt-size:l,,,,,,,,"h2. Acceptance Criteria
 * Should cover styles for template and components per *Rinvoq RA.*

 * Include Unique styles within Rinvoq Derm slides to cover following components:
 ** Tables
 ** Safety Bar
 ** Vertical Navigation
 ** Formulary
 * Create Following Editable Templates to embed the stylesheets & validate them
 ** Rinvoq RA Slide Template
 ** Rinvoq RA Experience Fragment Template

 * Author Initial Content for these templates as part of the Styles development
 * Configure the templates to apply CSS Policies per component with CSS Class names defined & configured 
 * Templates created must have appropriate brand specific thumbnails
 * Allowed content paths for the created templates must be configured at the template level - 
 ** Path: /content/NOVA/ISA/IAE and /content/NOVA/ISA/Rinvoq


 * *Review the following comments & perform necessary fixes*
 ** Logo on left and Right both ? update to right to be consistent?
 ** All Component Styles and policies.
 ** Safety bar on template.
 ** Header to adjust columns
 ** Footnotes and references not a part of header and footer or template
 ** Placeholder should change to Tap Here instead of link to Imporatant Safety Informaiton.
 ** Place for logo on header;

h2. Assumptions:
 * Fall back on Web for missing style/fonts
 * Use the Brand Central for Rinvoq - [https://abbvie.sharepoint.com/teams/Ext_RinvoqUSBrandCentral]"
ISAAP-325,561873,,Done,18/Sep/24 12:13 PM,27/Sep/24 11:58 AM,TOLBEVX,,,,,,,,,* Apply table styles for Rinvoq Derm
ISAAP-248,544170,,Done,20/Aug/24 1:21 PM,17/Sep/24 6:02 PM,TOLBEVX,t-shirt-size:l,,,,,,,,"h2. Acceptance Criteria
 * Create styles for template and components for *Rinvoq - Derm.*
 * Include Unique styles within Rinvoq Derm slides to cover following components:
 ** Tables
 ** Safety Bar
 ** Vertical Navigation
 ** Formulary
 * Create Following Editable Templates to embed the stylesheets & validate them
 ** Rinvoq Derm Slide Template
 ** Rinvoq Derm Experience Fragment Template

 * Author Initial Content for these templates as part of the Styles development

 * Configure the templates to apply CSS Policies per component with CSS Class names defined & configured 
 * Templates created must have appropriate brand specific thumbnails
 * Allowed content paths for the created templates must be configured at the template level - 
 ** Path: /content/NOVA/ISA/IAE and /content/NOVA/ISA/Rinvoq


 * *Review the following comments & perform necessary fixes* 
 ** Footnotes and Indications  - Swipe up controls and Positioning Styles
 ** Safety Bar component Policies and Styling.
 ** All Component Styles and policies.
 ** Footer and Header Brush Strokes background images (One image or separate for header? Footer background should be separate.)

h2. Assumptions:
 * Fall back on Web for missing style/fonts
 * Use the Brand Central for Rinvoq - [https://abbvie.sharepoint.com/teams/Ext_RinvoqUSBrandCentral]"
ISAAP-246,544168,,Done,20/Aug/24 1:15 PM,06/Sep/24 3:25 PM,TOLBEVX,,,,,,,,,"Following observations as documented in ISAAP-193 needs to be addressed in IAE Template styling:

*Skyrizi Gastro*
 * -Content Container to float up-
 * -Styles for References and Footnotes for Header (positioning vertical)-
 * Column control for logo(s) on header(Check Safety Slide)
 * -Column control for Reference and Footnotes on Footer.-
 * Following component Policies and Styling.
 ** -Safety Bar-
 ** -Tables-
 ** -VerticalNav-
 ** -Formulary-
 ** -Modal-
 * -Initial Content to have background image that can be modified on page.-
 * -Bottom Footer design to have blue edging (Mask)-
 * -All Component Styles and policies.-
 * -Safety bar on template.-
 * -Move the DAM assets needed for Template level initial content to the folder: /content/dam/<brand>/ISA/Template-Assets/-
 * Create Style Guide content pages for Authoring Handoff of Style Templates"
ISAAP-166,509148,,Done,18/Jun/24 11:51 AM,06/Sep/24 3:25 PM,TOLBEVX,t-shirt-size:l,,,,,,,,"h2. Acceptance Criteria
 * Create styles for template and components for *Rinvoq - Derm.*
 * Include Unique styles within Rinvoq Derm slides to cover following components:
 ** Tables
 ** Safety Bar
 ** Vertical Navigation
 ** Formulary
 * Create Following Editable Templates to embed the stylesheets & validate them
 ** Rinvoq Derm Slide Template
 ** Rinvoq Derm Experience Fragment Template

 * Author Initial Content for these templates as part of the Styles development

 * Configure the templates to apply CSS Policies per component with CSS Class names defined & configured 
 * Templates created must have appropriate brand specific thumbnails
 * Allowed content paths for the created templates must be configured at the template level - 
 ** Path: /content/NOVA/ISA/IAE and /content/NOVA/ISA/Rinvoq


 * *Review the following comments & perform necessary fixes* 
 ** Footnotes and Indications  - Swipe up controls and Positioning Styles
 ** Safety Bar component Policies and Styling.
 ** All Component Styles and policies.
 ** Footer and Header Brush Strokes background images (One image or separate for header? Footer background should be separate.)

h2. Assumptions:
 * Fall back on Web for missing style/fonts
 * Use the Brand Central for Rinvoq - [https://abbvie.sharepoint.com/teams/Ext_RinvoqUSBrandCentral]"
ISAAP-192,519724,519723,Done,09/Jul/24 11:23 PM,20/Aug/24 11:03 PM,TOLBEVX,,,,,,,,,[~TOLBEVX]  to list the components that are part of the Styleguide but are not available in AEM for him to complete the styles development.
ISAAP-191,519723,,Done,09/Jul/24 11:23 PM,20/Aug/24 1:38 PM,TOLBEVX,No-QA,t-shirt-size:l,,,,,,,"Should cover styles for template and components for Skyrizi all franchise.
 * Use Style Guide in  ISAAP-188 to create style sheets for following franchises
 ** *Skyrizi Gastro*
 * Create Following Editable Templates to embed the stylesheets & validate them
 ** Skyrizi *Gastro* Slide Template ISAAP-193
 ** Skyrizi *Gastro* Experience Fragment Template ISAAP-142
 * Skyrizi Gastro Flip Slide specific stylistic requirements
 ** Use Brand CSS to hide flip icon for Skyrizi
 ** Use Brand CSS to align the 3 Flip Container instances to meet the requirements
 ** In SKyrizi Gastro slide the following should be part of the background image:
    a. 12-week....
    b. 52-week...
    c. Non-Randomized placebo...
    d. CO-Primary...
    e. Open label...
 * Configure the templates to apply CSS Policies per component with CSS Class names defined & configured 
 * Templates created must have appropriate brand specific thumbnails
 * Allowed content paths for the created templates must be configured at the template level - 
 ** Path: /content/NOVA/ISA/IAE and /content/NOVA/ISA/Skyrizi

h2. Assumptions:
 * Fall back on Web for missing style/fonts"
ISAAP-145,501345,,Done,03/Jun/24 5:02 PM,12/Aug/24 9:40 AM,TOLBEVX,t-shirt-size:l,,,,,,,,"Should cover styles for template and components for Skyrizi all franchise.
 * Use Style Guide in  ISAAP-144 to create style sheets for following franchises
 ** Skyrizi Global
 *** Skyrizi Derm
 *** -Skyrizi Gastro-
 * Create Following Editable Templates to embed the stylesheets & validate them
 ** Skyrizi Derm Slide Template
 ** Skyrizi Derm Experience Fragment Template
 ** Based on ISAAP-144{color:#ff8b00} we may determine that we will need to create Skyrizi Derm & Skyrizi Gastro slide templates separately{color}

 * Configure the templates to apply CSS Policies per component with CSS Class names defined & configured 
 * Templates created must have appropriate brand specific thumbnails
 * Allowed content paths for the created templates must be configured at the template level - 
 ** Path: /content/NOVA/ISA/IAE and /content/NOVA/ISA/Skyrizi

h2. Assumptions:
 * Fall back on Web for missing style/fonts"
